timestamp,Vibration_01,Vibration_02,Vibration_03,Temperature_01,RPM_Sensor_01,Failure_Type_Encoded,,Target
9/27/2024 14:25,6.335813498,5.441627376,7.970133732,34.58312434,443.0207307,No Failure,,0
10/16/2024 14:25,3.329302921,2.389717957,5.700926992,30.59478946,413.8439129,No Failure,,0
10/28/2024 14:12,6.427643165,3.482218668,4.987796536,42.08813554,411.0111668,No Failure,,0
10/7/2024 14:39,6.226901594,4.981910637,7.295003236,48.16013087,433.2795977,No Failure,,0
10/15/2024 12:14,3.444233724,7.09345814,5.368572811,44.33661469,405.2096537,No Failure,,0
10/4/2024 15:48,7.31978978,3.520844824,7.067532099,48.963814,423.2188903,No Failure,,0
10/4/2024 16:58,6.734202195,3.047463999,4.497710561,28.36974443,416.3618373,No Failure,,0
9/30/2024 13:30,2.585842589,2,5.465973219,27.56276273,408.3318174,Trimmer Bearing Fault,,1
10/9/2024 11:12,3.373449954,2.649805696,3.70318287,29.65063625,370.9946181,No Failure,,0
10/14/2024 16:00,7.735952638,3.577767192,3.268596893,34.39131428,375.4975993,No Failure,,0
10/21/2024 15:40,5.783870088,5.32782424,3.909125892,47.37752931,402.854148,No Failure,,0
10/8/2024 15:38,6.90241581,3.328828551,7.701025223,34.52162615,423.4500672,No Failure,,0
10/21/2024 13:13,4.656948382,6.674416636,2.336604611,38.15312132,368.2537525,No Failure,,0
10/10/2024 9:03,2.854725837,6.983443475,3.15970621,40.15611916,378.2517309,No Failure,,0
10/28/2024 12:17,4.886723926,2.629859313,3.448072796,41.28912922,386.6908698,No Failure,,0
10/22/2024 14:36,3.930631465,6.061119356,6.22906441,37.82075242,403.5477364,No Failure,,0
10/8/2024 15:47,4.216952056,7.12309103,6.577185469,40.31031061,398.6325431,No Failure,,0
10/8/2024 15:31,3.40388121,5.696129004,3.693861013,32.21772681,430.734385,No Failure,,0
10/11/2024 9:32,2.330776739,5.944399292,2.62298818,29.27725549,359.5679118,No Failure,,0
10/18/2024 16:23,5.447145282,7.583363924,7.855345566,28.68162388,420.9372041,No Failure,,0
10/24/2024 16:24,6.650853658,4.969917407,5.67400562,38.97043323,420.780003,No Failure,,0
10/3/2024 11:14,3.255807273,3.175118129,7.159224511,28.57596345,426.5190042,No Failure,,0
9/27/2024 12:27,4.315344329,7.170090579,7.478611534,33.79086982,358.471258,No Failure,,0
10/1/2024 14:09,2.822901956,2.6166252,2,32.51338626,439.7483011,Trimmer Bearing Fault,,1
9/30/2024 9:37,7.493205659,2.643237422,6.603413377,46.96845766,402.3470449,No Failure,,0
10/18/2024 13:00,5.763472505,6.279427619,4.916742218,32.45765944,309.3900057,Drill Issue,,1
10/11/2024 16:25,3.069541581,4.907221679,4.883212948,33.25084428,381.0944099,No Failure,,0
9/30/2024 16:16,4.386052502,4.57777979,2,43.70757942,432.1487828,Trimmer Bearing Fault,,1
10/3/2024 16:07,6.074549373,6.115579958,3.384122227,46.74901212,366.5045827,No Failure,,0
10/11/2024 9:35,3.505655678,3.362712691,3.813521296,34.18554104,449.0687165,No Failure,,0
10/21/2024 11:55,6.98095371,5.052301858,5.491971521,42.25103188,368.529078,No Failure,,0
10/10/2024 14:47,5.687856694,2.981872047,4.439588511,27.14560079,436.851625,No Failure,,0
10/28/2024 14:43,4.460854616,4.697392886,5.775337478,37.12680529,433.105331,No Failure,,0
10/11/2024 12:13,5.000193649,6.931548021,2.654778798,33.35702251,413.2740558,No Failure,,0
10/21/2024 14:40,6.193689839,3.85429987,3.090694356,42.02224069,426.6645457,No Failure,,0
10/9/2024 13:14,5.263723522,7.696847319,3.953677888,49.7044235,381.5032705,No Failure,,0
10/2/2024 16:46,7.648255115,6.524067644,7.196487253,31.1572998,410.4492447,No Failure,,0
10/28/2024 10:37,2.690628453,2.269084211,3.877287982,31.10961168,388.7014723,No Failure,,0
10/14/2024 11:32,7.042766308,5.632355706,2.859802009,36.72849075,389.7594976,No Failure,,0
9/30/2024 10:43,3.756487535,2.764336064,7.319464583,46.34639511,398.1848256,No Failure,,0
10/25/2024 15:37,2.326612009,7.80153695,3.220267468,34.79204417,356.6704415,No Failure,,0
10/15/2024 16:08,7.366468898,5.821151165,4.506708435,43.12804649,408.8055715,No Failure,,0
10/16/2024 13:45,4.237836418,4.885769175,5.782739846,43.30634642,410.9596487,No Failure,,0
10/9/2024 11:30,5.281999872,2.11451619,5.29265714,48.18801094,376.4274337,No Failure,,0
10/4/2024 9:46,5.137628315,6.108655003,3.274177284,47.92575237,415.9668163,No Failure,,0
10/16/2024 14:32,4.559765969,7.521864279,5.168916156,40.9025278,367.7662258,No Failure,,0
10/29/2024 16:22,7.594045634,5.41628075,3.167842424,34.35659183,413.8080906,No Failure,,0
10/17/2024 14:18,4.97550165,3.368944037,7.423385952,28.87866232,377.1191836,No Failure,,0
10/22/2024 12:25,6.098495841,5.701732295,4.022009862,27.51058717,414.5235117,No Failure,,0
10/24/2024 16:14,6.484166042,4.945485709,5.619246207,36.95424838,419.3426231,No Failure,,0
10/9/2024 15:19,4.013127733,6.105656082,4.894706816,44.26334189,361.9484929,No Failure,,0
9/30/2024 9:43,7.321368601,5.140831219,3.301121282,39.01351169,443.8847576,No Failure,,0
10/10/2024 10:32,5.998319895,2.122316002,5.412644694,36.3957997,394.2446478,No Failure,,0
10/14/2024 15:16,5.86588469,6.070096767,5.205133685,36.17418117,405.7309327,No Failure,,0
10/10/2024 16:38,4.696110647,2.143895089,5.614890531,40.61850089,407.2239813,No Failure,,0
10/30/2024 11:05,6.86704334,3.339873491,7.780175565,28.16691073,376.1786358,No Failure,,0
10/23/2024 14:10,2.286658696,6.073958748,4.77500382,49.78012754,361.858086,No Failure,,0
10/10/2024 12:11,2.226286536,2.828272397,5.066050636,36.12769532,430.352094,No Failure,,0
10/11/2024 9:06,6.380683941,7.732872106,3.059576443,37.3299667,403.7443131,No Failure,,0
10/14/2024 14:07,6.111943045,2.817806702,7.187964793,29.94732512,387.6840659,No Failure,,0
10/8/2024 11:24,5.330118514,4.306387221,4.787108404,33.6453723,390.1577474,No Failure,,0
10/25/2024 13:33,4.307367387,2.88119103,3.797076339,44.62015637,397.4074086,No Failure,,0
10/2/2024 16:32,4.78626479,4.218181601,5.284720304,33.70825947,376.3410531,No Failure,,0
10/1/2024 9:46,2.977305411,6.551521188,3.285450005,31.68994152,420.7228478,Trimmer Bearing Fault,,1
9/27/2024 14:50,4.719172623,4.923058074,7.67737993,45.82366908,370.1408014,No Failure,,0
10/2/2024 9:58,6.053917952,7.022042432,5.182889761,34.67109519,410.9108351,No Failure,,0
10/4/2024 12:53,2.309402009,5.434282228,5.887048566,33.37252242,410.3743516,No Failure,,0
10/10/2024 9:53,5.559162109,2.38509104,6.906648206,43.08460891,432.6786168,No Failure,,0
10/30/2024 13:30,5.323876889,2.179124852,7.16906897,48.14553892,423.3251998,No Failure,,0
10/1/2024 10:54,3.029798665,2,2,27.50266387,414.1747734,Trimmer Bearing Fault,,1
10/14/2024 12:47,3.552183939,3.95055659,5.28580875,30.78139115,411.1532639,No Failure,,0
10/30/2024 16:19,7.260958586,4.015135764,5.923816835,38.12988429,368.41887,No Failure,,0
10/3/2024 11:57,7.930505665,2.529822896,5.081602103,30.87205551,440.813867,No Failure,,0
10/25/2024 11:14,6.007970125,3.591730811,4.95886509,35.38910652,371.5058406,No Failure,,0
10/3/2024 11:04,6.386511459,5.870598991,4.449637075,31.92668829,438.090877,No Failure,,0
10/29/2024 10:55,5.414191793,4.932375118,6.561722377,48.84029892,446.7544092,No Failure,,0
10/15/2024 10:21,7.917395388,6.633511966,4.059217429,27.05936466,434.7077523,No Failure,,0
10/29/2024 11:33,3.5971803,3.139050028,7.654277107,27.44609695,407.7285636,No Failure,,0
10/17/2024 9:47,2.231769724,3.171775611,5.657661486,28.73123638,443.0244201,No Failure,,0
10/25/2024 16:07,5.292184714,4.843621529,3.14766227,31.72672299,438.9657665,No Failure,,0
10/18/2024 10:38,2,7.628233871,6.963776343,31.15047479,317.9579273,Drill Issue,,1
10/7/2024 9:34,6.317064609,2.442052668,6.613859596,38.46942318,446.9339658,No Failure,,0
10/30/2024 9:51,5.670020989,4.301197968,3.849539026,33.86390299,405.1983302,No Failure,,0
10/18/2024 12:22,2,4.035330452,7.583539363,48.75642536,398.4302159,Drill Issue,,1
10/4/2024 9:41,5.382613898,3.939849428,6.755237323,49.26327101,432.0412236,No Failure,,0
10/14/2024 14:00,3.721013104,3.275827956,6.202768878,43.35421434,415.039631,No Failure,,0
10/9/2024 12:25,3.725028,5.54964351,5.458433094,30.10747318,396.3409163,No Failure,,0
10/18/2024 13:41,2,5.795057525,7.851664927,28.27046525,337.6777139,Drill Issue,,1
10/15/2024 13:26,4.419677249,5.268386017,3.076839115,41.54345705,426.1588365,No Failure,,0
10/1/2024 15:23,5.770541778,2,3.493005962,28.46774956,387.9702716,Trimmer Bearing Fault,,1
10/29/2024 12:34,7.775272666,5.778004424,3.415997257,38.48146238,417.2673661,No Failure,,0
10/4/2024 12:26,7.942293479,5.83647039,2.760144438,45.79097417,372.8956463,No Failure,,0
10/25/2024 13:32,3.075517055,3.55560768,7.971628565,35.734172,351.6506687,No Failure,,0
10/16/2024 11:55,7.946929056,4.184610371,4.745483158,46.02446991,353.0952668,No Failure,,0
10/23/2024 10:47,2.964390023,3.50044639,6.850848765,38.86988591,446.0726419,No Failure,,0
10/28/2024 15:17,5.932607217,6.454259534,6.433462467,46.61306219,385.0639727,No Failure,,0
10/4/2024 15:47,2.853411354,2.28231911,6.970038834,39.5661154,389.8034839,No Failure,,0
10/25/2024 10:57,2.375768332,2.908205222,7.630248959,43.17625061,373.8388557,No Failure,,0
10/4/2024 13:18,6.010107569,6.479889615,4.350787471,39.6393201,403.1970948,No Failure,,0
10/10/2024 9:00,6.889406721,7.025605324,5.828143779,45.57093165,430.4523239,No Failure,,0
10/30/2024 9:42,5.369623584,7.277164254,3.36076471,32.96995874,434.4852831,No Failure,,0
10/3/2024 12:14,3.146162648,2.591152822,6.771057268,42.31967541,392.3513663,No Failure,,0
10/16/2024 15:50,6.216012721,4.115850961,2.331451132,31.96858833,430.0945115,No Failure,,0
10/1/2024 9:21,7.678546035,4.116926824,2,30.42267696,391.9597632,Trimmer Bearing Fault,,1
10/8/2024 10:11,6.310187253,7.470932626,3.952357287,36.35379583,437.2152328,No Failure,,0
10/10/2024 15:24,7.653331154,6.349353034,3.997220314,43.36363658,380.4299145,No Failure,,0
9/27/2024 14:14,6.255095411,3.215788108,4.288569026,33.8040005,353.6590099,No Failure,,0
9/30/2024 14:30,2.578137629,5.131442565,3.881419559,43.75562514,445.9304096,Trimmer Bearing Fault,,1
9/30/2024 10:41,4.868786431,2.444204404,3.415955252,49.19316257,358.4700498,No Failure,,0
10/21/2024 16:00,5.710581154,7.701078962,5.982872326,39.37850715,434.5166327,No Failure,,0
10/22/2024 15:33,7.983189042,4.83937432,3.175092228,47.01625926,449.5064413,No Failure,,0
10/30/2024 15:59,2.800820372,3.165113604,3.720596309,30.30603845,406.642164,No Failure,,0
10/29/2024 11:48,3.778469127,2.495583164,5.179915301,38.76020936,409.0187253,No Failure,,0
10/23/2024 13:22,6.247069234,4.757165882,7.497473789,36.03075606,414.1828229,No Failure,,0
10/24/2024 15:17,2,3.849223699,5.70437814,29.95959202,379.3068145,Drill Issue,,1
10/18/2024 14:41,4.825024284,4.241701493,6.747665372,46.75292542,403.4780302,No Failure,,0
10/15/2024 9:46,7.78593987,5.536084197,5.644542399,44.45485662,354.347249,No Failure,,0
10/18/2024 15:33,2.0489508,5.479875285,2.833501745,36.44320509,447.8267466,No Failure,,0
10/25/2024 16:23,5.844899934,4.745480181,3.241652534,46.22410355,420.9550152,No Failure,,0
10/9/2024 9:39,6.571128958,4.978465906,5.790480474,29.02648328,398.7051167,No Failure,,0
10/21/2024 15:05,3.104955535,3.374697133,5.969271287,43.24999603,417.1513071,No Failure,,0
10/23/2024 10:58,3.950535502,7.928076282,6.389374507,44.32085664,384.2152248,No Failure,,0
10/30/2024 11:21,7.817677856,2.03987695,7.819386904,49.81095796,412.2335915,No Failure,,0
10/2/2024 13:11,2.461993598,2.328306972,2.164412034,47.20620656,409.0631342,No Failure,,0
10/23/2024 16:11,6.707765339,4.460161549,4.398288517,42.47560802,442.0756262,No Failure,,0
10/4/2024 15:12,2.933237256,5.269239751,3.558590218,29.26718621,361.9589115,No Failure,,0
10/9/2024 12:44,5.923327652,4.85634797,3.836564546,42.88005086,373.0108511,No Failure,,0
10/10/2024 12:49,3.018782477,3.520356737,6.727135375,48.33687929,423.2979977,No Failure,,0
10/16/2024 12:01,3.031797011,7.888001661,3.675973822,32.05400568,386.4441233,No Failure,,0
9/30/2024 9:26,3.470207663,4.129057929,7.555649513,41.99965628,420.838728,No Failure,,0
10/11/2024 12:57,3.997561742,6.97822629,2.818940876,43.05625124,412.7557811,No Failure,,0
10/2/2024 12:54,5.957699308,3.300684616,4.599395185,41.63364333,407.1915824,No Failure,,0
10/25/2024 13:25,6.29965145,5.972891061,2.630805653,44.62236783,357.7445082,No Failure,,0
10/23/2024 12:05,3.224892956,7.47237898,7.318403835,46.10490731,356.8321533,Drill Issue,,1
10/17/2024 16:56,6.089021331,6.477941544,5.743061102,45.54741894,423.6909368,No Failure,,0
10/21/2024 12:46,5.074676806,5.015245638,4.146303634,38.95227515,394.5553855,No Failure,,0
10/23/2024 11:47,3.926322899,3.087203501,7.710931667,48.24700202,353.8984159,No Failure,,0
10/4/2024 11:57,2.147651976,2.437313571,2.140992578,39.52457778,433.0246097,No Failure,,0
10/23/2024 14:48,2.309213639,2.589215439,2,35.60662147,357.0458349,Trimmer Bearing Fault,,1
10/1/2024 9:01,2.859601779,5.692429977,2.088340962,43.45806653,446.2026135,No Failure,,0
10/24/2024 16:56,2.714570508,4.402495595,3.045295741,45.76213334,439.204944,No Failure,,0
10/22/2024 13:14,3.946345453,2.648061474,4.85207,42.92433485,370.14558,No Failure,,0
10/23/2024 15:09,2.174366759,3.323050947,4.708324419,44.35339479,366.595885,No Failure,,0
10/25/2024 15:55,3.953950392,6.133656917,4.053500908,36.82455854,410.0420185,No Failure,,0
10/2/2024 16:33,3.683076337,6.25950143,2.072258731,29.83051508,424.3297451,No Failure,,0
10/15/2024 14:44,3.169053569,6.290604582,6.019680377,33.65360168,363.5914924,No Failure,,0
10/14/2024 14:29,3.100026948,5.427979736,5.111300344,44.11782313,403.2613175,No Failure,,0
10/30/2024 12:34,5.349106456,2.221403061,2.007171384,31.81837403,399.5615241,No Failure,,0
10/2/2024 11:27,3.64313329,5.417934999,4.531356337,43.17914641,389.6466031,No Failure,,0
10/23/2024 15:19,6.586478354,3.310505065,3.211148111,40.93060663,442.9743452,No Failure,,0
10/23/2024 10:30,2.765050226,5.211976195,7.75443989,40.71275602,401.3543534,No Failure,,0
10/9/2024 15:22,7.87321137,5.044039245,7.320991068,47.43951556,381.7575885,No Failure,,0
10/7/2024 14:15,7.313483051,3.661897807,4.706021731,36.73727615,423.7042631,No Failure,,0
10/8/2024 14:44,7.751663611,4.328111219,6.975903785,32.81425914,369.4782874,No Failure,,0
10/23/2024 11:10,3.941343242,2.439623525,4.552530259,38.32062928,354.9823263,Drill Issue,,1
10/17/2024 16:29,5.29795906,4.415474241,6.485104242,31.12316324,370.0336463,No Failure,,0
10/9/2024 14:45,3.569722818,5.774225726,6.759899129,33.30266185,414.4159514,No Failure,,0
10/7/2024 12:41,6.702620961,4.215022218,5.418394551,36.00746903,435.9075712,No Failure,,0
10/15/2024 11:31,6.224530537,2.463647354,3.449518207,48.98903408,448.2256785,No Failure,,0
10/25/2024 9:45,5.499813867,4.80935064,3.19179677,49.91727112,366.1553403,Drill Issue,,1
10/17/2024 16:11,4.624026947,2.482150265,6.198199597,47.86321272,435.605015,No Failure,,0
10/14/2024 14:27,5.978388642,5.895769043,4.786490076,29.29455962,392.8009298,No Failure,,0
9/30/2024 12:10,6.551333332,5.248107809,6.488123833,30.60242576,431.519758,No Failure,,0
10/8/2024 14:11,4.675879687,5.855791014,6.00794289,27.8158076,390.9434592,No Failure,,0
10/15/2024 13:39,4.136791249,4.246660602,2,39.02668885,412.5025699,Trimmer Bearing Fault,,1
9/30/2024 16:52,3.569770914,3.078252715,3.483385912,43.23232957,409.8950444,No Failure,,0
9/27/2024 10:57,6.900065832,6.078618609,4.393841248,36.24702668,406.5180087,No Failure,,0
10/29/2024 16:34,5.276070238,3.260017763,4.883816931,38.11703202,358.8225883,No Failure,,0
10/17/2024 13:12,7.84985668,6.853522419,6.217825143,45.04670128,364.0426144,No Failure,,0
10/14/2024 10:44,2.545342029,4.727613191,6.331424276,29.88017393,401.7855399,No Failure,,0
10/3/2024 14:22,4.135515232,7.178452723,5.377949799,33.83816025,358.9174695,No Failure,,0
10/4/2024 15:38,2.899297152,7.797121139,5.927472778,36.77149937,431.0191494,No Failure,,0
10/29/2024 15:53,7.721959179,5.250116674,4.699275081,47.56378165,402.3386917,No Failure,,0
10/30/2024 14:31,6.06789293,2.535625379,6.629372766,41.38018276,406.3203462,No Failure,,0
10/22/2024 12:07,3.077796138,7.703509025,4.136520001,41.94098762,428.9486362,No Failure,,0
10/30/2024 12:29,3.455190081,4.933283548,4.493119699,44.60227526,372.6477647,No Failure,,0
10/23/2024 15:43,3.558786839,4.452507531,7.54327184,29.71686075,423.7080539,No Failure,,0
10/28/2024 13:46,6.587307712,6.447781042,5.333427436,34.65631001,436.0008911,No Failure,,0
10/7/2024 14:36,2.455712128,7.452724801,7.468044432,43.62663203,356.8229146,No Failure,,0
10/28/2024 10:42,4.264820341,4.336738113,6.350210979,44.51256934,391.129745,No Failure,,0
10/8/2024 11:54,3.97079819,3.083196592,5.290664919,37.17526576,407.1582367,No Failure,,0
10/7/2024 15:25,4.582994395,2.613750137,3.924410133,42.38914741,438.7156834,Trimmer Bearing Fault,,1
10/1/2024 12:48,6.935572537,2.455833543,2.509624548,37.46898448,449.1452103,No Failure,,0
10/29/2024 11:50,3.45159955,5.826352386,5.865914751,49.69230414,425.8153544,No Failure,,0
10/15/2024 9:48,7.55595093,2.474147203,3.817671058,33.52966465,405.2446852,No Failure,,0
10/30/2024 12:12,7.763193034,7.519474914,7.376833369,38.21522737,387.7864986,No Failure,,0
10/23/2024 10:07,6.682296475,5.579564403,4.618100639,27.94937224,376.04408,No Failure,,0
10/15/2024 15:48,5.721013849,5.532129554,3.230045384,42.34137016,419.5877589,No Failure,,0
10/3/2024 16:15,5.933860467,3.133050174,4.851167366,41.25521209,359.2974518,No Failure,,0
10/1/2024 15:30,6.580764981,7.037251128,2.327726242,44.29173145,419.1745333,No Failure,,0
10/24/2024 12:02,2.878116959,4.262094833,7.663731153,40.85125699,366.354503,No Failure,,0
10/25/2024 15:48,6.230524085,3.170818847,7.593689983,30.1325128,410.0768259,No Failure,,0
10/22/2024 12:52,5.020101121,7.831375817,6.853842147,28.3533413,397.678739,No Failure,,0
10/15/2024 11:08,7.563797559,3.383338505,7.522624645,36.02240541,418.7100718,No Failure,,0
10/30/2024 13:22,4.664347682,4.606782035,4.725434468,41.72841388,420.8102555,No Failure,,0
10/18/2024 16:18,4.968381368,4.635512173,3.412950436,34.92869325,425.2511273,No Failure,,0
10/24/2024 16:17,4.916723596,5.714965263,2.283770181,40.23467299,415.831242,No Failure,,0
10/17/2024 9:58,4.187602242,6.2505019,2.394090673,42.2333766,355.7342056,No Failure,,0
10/15/2024 16:16,6.107598366,4.571463739,2,40.21706952,366.8222233,Trimmer Bearing Fault,,1
10/10/2024 10:56,6.926372706,6.788614571,3.564535195,32.72932391,402.2043302,No Failure,,0
10/1/2024 12:13,4.269217733,5.944203963,7.172595531,47.91669757,390.3415219,No Failure,,0
10/11/2024 14:40,2.734672608,4.609742996,6.78464293,40.073722,353.1930734,No Failure,,0
10/4/2024 15:32,2.33861676,6.203297517,3.486496891,29.8239284,404.2432045,No Failure,,0
10/7/2024 15:55,5.440013368,3.603409089,4.803675229,28.88092913,446.3251008,No Failure,,0
10/4/2024 13:52,3.693640624,7.711701803,5.90608559,27.79770189,425.321419,No Failure,,0
9/27/2024 15:13,2.563695196,2,2.407789473,45.88861782,445.7209025,Trimmer Bearing Fault,,1
9/27/2024 9:28,6.880063353,6.90903855,7.103178934,37.74722502,425.4643279,No Failure,,0
10/1/2024 15:15,6.40287727,5.321000717,5.303824793,44.55967815,426.875209,No Failure,,0
10/28/2024 14:13,4.74829796,2.144427107,4.797392135,31.19347894,390.3668223,No Failure,,0
10/7/2024 14:33,3.031776612,4.507444749,2.894415534,35.27647703,449.4607576,No Failure,,0
10/17/2024 10:34,6.845178507,2,3.110082939,29.34504443,368.0150261,Trimmer Bearing Fault,,1
10/24/2024 12:24,3.261050296,7.126554066,7.831011454,46.72989683,391.9813912,No Failure,,0
10/1/2024 10:13,3.632369542,7.492090133,2.020471868,42.28173369,391.8088933,No Failure,,0
10/21/2024 9:44,3.410815948,7.507675435,2.062544405,34.19847359,355.3257646,No Failure,,0
9/30/2024 11:34,5.004255956,3.886241634,5.874066994,34.32568417,446.8810831,Trimmer Bearing Fault,,1
10/30/2024 12:58,6.767729758,5.65033244,3.698767704,45.96464917,378.4536545,No Failure,,0
9/30/2024 14:51,7.564432301,6.135412888,2.66848584,33.30313003,367.7744751,No Failure,,0
10/17/2024 9:54,4.989460769,6.777526877,7.130865976,43.53822433,427.2515523,No Failure,,0
10/9/2024 15:10,2.459032821,3.14121693,3.214318283,40.74543295,367.0892824,No Failure,,0
10/4/2024 13:47,6.064761404,6.256136795,6.849397941,36.14259574,443.6843021,No Failure,,0
10/16/2024 16:26,6.336471539,2.418433175,6.727262958,30.45762582,391.4292015,No Failure,,0
10/25/2024 12:04,2.06605932,6.990733798,2.442168354,32.87663158,433.6457665,No Failure,,0
10/11/2024 11:39,3.329586405,7.576568285,2.826985293,46.33139066,448.4907224,No Failure,,0
10/7/2024 15:01,4.911300322,5.389650628,6.711501523,40.81954066,404.0327019,No Failure,,0
9/30/2024 10:46,6.175144979,6.739795242,6.742680749,34.91331047,402.8775034,No Failure,,0
10/11/2024 10:51,3.964054129,7.287040235,3.097563841,32.56180112,418.1601675,No Failure,,0
10/21/2024 14:21,7.773927137,3.818440233,3.561607771,43.30841203,398.291215,No Failure,,0
10/11/2024 12:40,7.132856066,3.434746699,7.305019219,32.74394151,386.9089921,No Failure,,0
10/14/2024 11:58,4.110875837,6.976832489,5.728020502,34.46212128,364.0610209,No Failure,,0
10/22/2024 13:35,6.559753779,5.182817207,3.32894648,43.25446149,397.7170201,No Failure,,0
10/23/2024 16:39,7.427561933,7.230533403,7.343015059,47.46461444,405.2025785,No Failure,,0
9/27/2024 16:23,6.953703848,7.888413296,6.353221477,43.15682797,355.6367515,No Failure,,0
10/17/2024 12:28,2.041843351,7.944841604,4.317480764,42.67517463,438.4394053,No Failure,,0
10/21/2024 10:08,3.581743614,2.327331065,2.498073265,40.42642169,406.4707228,Trimmer Bearing Fault,,1
10/29/2024 16:49,5.081201973,7.025691655,4.820276151,31.76614426,412.9495486,No Failure,,0
9/30/2024 16:29,7.148116269,5.714722597,4.640713804,29.30378761,374.8505471,No Failure,,0
