Vibration_01,Vibration_02,Vibration_03,Temperature_01,RPM_Sensor_01,Failure Type,Target,Failure Type Name
3.193935142,3.227753336,4.188070723,32.73444904,413.7645037,3,0,No Failure
3.61071172,5.668500435,3.3185913,27.36034545,399.9994502,1,1,Trimmer Bearing Fault
5.791198626,6.508530319,5.83894783,40.1087638,401.2182488,3,0,No Failure
3.301593368,2.002440699,6.113798302,38.39897245,376.8698469,3,0,No Failure
3.352872262,4.842922762,3.545769155,47.38438454,365.164582,3,0,No Failure
6.880920783,2.137860029,4.483681142,38.77477857,371.8428818,3,0,No Failure
5.801006416,5.175741428,4.153004159,42.74613109,363.0878878,3,0,No Failure
2.153999819,2.610481079,2.628365238,37.80795499,431.9103279,3,0,No Failure
7.034954858,2.699686436,4.299613155,31.69898094,444.5166417,3,0,No Failure
6.569512566,2.467159693,3.023232112,47.92747632,412.1511915,3,0,No Failure
5.400998068,2.382305182,3.370516809,42.85875844,382.9729537,3,0,No Failure
6.858407947,4.935206673,7.347002616,30.7350587,438.6401303,3,0,No Failure
5.271464013,4.822939629,6.927300208,43.01052594,366.7341918,1,1,Trimmer Bearing Fault
4.593645725,6.817880007,3.332927765,43.39243857,383.7976224,3,0,No Failure
4.874714189,4.89257809,2.160609752,43.47033553,431.8397806,3,0,No Failure
3.47565174,3.574601571,7.225298106,43.71346794,404.3444771,3,0,No Failure
5.255164834,4.45558313,4.31207157,45.10343512,448.2246,3,0,No Failure
3.87881262,4.040960876,5.282664465,40.99920288,398.0648641,3,0,No Failure
2.347263603,3.514534902,3.932589809,47.81590394,414.4082562,3,0,No Failure
6.938225073,6.534196302,6.186146431,49.54678934,409.7176125,3,0,No Failure
4.570001729,5.186398421,5.159511011,30.67380687,441.890412,3,0,No Failure
5.615297064,5.875091043,3.58949082,37.06677681,374.374375,3,0,No Failure
7.80640218,7.680024714,3.105940745,35.69402685,438.8018875,3,0,No Failure
7.672977716,7.260713626,6.365721386,48.45475742,410.7766281,3,0,No Failure
5.217614391,6.148882748,7.728409893,43.04067707,435.0636705,3,0,No Failure
7.120928037,2,2,36.25156998,407.4335199,1,1,Trimmer Bearing Fault
6.294088022,3.864851041,7.050531589,33.8975657,434.9055027,3,0,No Failure
5.73933793,7.984335372,5.841539996,49.81931319,362.6461633,3,0,No Failure
6.896698447,6.703576858,7.52809361,36.57615142,433.2457155,3,0,No Failure
6.04677017,5.762581762,5.897328762,43.08892544,394.1144285,3,0,No Failure
5.031763339,5.967175254,2.316401805,30.34005614,446.6736786,3,0,No Failure
3.374136161,3.560782686,6.346583556,41.25313875,368.4322466,3,0,No Failure
4.654315423,4.147846594,4.347953709,39.4698236,379.528177,3,0,No Failure
7.063101893,3.707027714,2.194079092,36.47301398,408.6762162,3,0,No Failure
7.060091011,3.98773024,5.332329742,41.65345789,435.0427012,3,0,No Failure
2.391770218,3.348625029,2.619840979,29.73582032,425.8400758,3,0,No Failure
4.213393735,5.962267844,2.862587168,29.9819232,378.3526815,3,0,No Failure
7.200484206,6.347796369,4.792228578,48.12158577,378.2081255,3,0,No Failure
5.84963109,2.950071237,3.321548022,49.14911403,398.7233437,3,0,No Failure
4.576420949,4.036156738,3.434340437,28.44154132,407.1797945,3,0,No Failure
7.536753124,5.904567081,4.085724647,47.91199227,364.886551,3,0,No Failure
7.769028912,7.860588506,2.288266714,48.11984806,387.8049802,3,0,No Failure
5.650604765,6.214383891,7.345635644,28.41524203,355.8708656,3,0,No Failure
2,5.685259414,2.4627081,44.84973845,372.5357802,2,1,Drill Issue
7.280237772,4.78469671,5.072733961,48.4556638,405.1284457,3,0,No Failure
6.735990437,3.210276697,2.946610775,49.01460019,372.816604,3,0,No Failure
3.275828745,5.798580811,2.231332425,28.41872619,403.8243496,3,0,No Failure
5.08289126,5.052999909,6.124331285,44.52385126,361.8538053,3,0,No Failure
6.940021058,6.648475377,5.539504293,34.35827076,434.1465065,3,0,No Failure
4.780738617,5.982222772,3.706906733,38.41377385,350.918609,3,0,No Failure
4.859658817,2.857479367,2.98233026,40.53738173,371.9483566,2,1,Drill Issue
7.546333538,4.247866595,2.633068375,40.72619354,397.4372643,3,0,No Failure
7.147490546,5.624880386,2.323607344,43.59260492,445.4246569,3,0,No Failure
5.721874733,7.63331336,6.232183093,28.54881709,427.0949435,3,0,No Failure
2.046215538,7.66864337,7.529361605,44.33840557,371.2396266,3,0,No Failure
6.989213799,3.935212011,4.017105784,35.34870499,432.8734343,3,0,No Failure
6.140906883,3.656277257,4.198795086,34.87548699,400.5791225,3,0,No Failure
2.851317126,2.260593927,7.545585239,47.13596476,411.8302061,3,0,No Failure
5.910436991,2.496307818,6.657436359,36.01748377,427.795059,3,0,No Failure
4.743148343,6.4583304,6.967150598,28.54324167,397.6761581,3,0,No Failure
2.894486466,3.996527236,2,30.60147463,376.6099322,1,1,Trimmer Bearing Fault
6.459148818,6.702888019,6.673745207,33.40730628,440.3931073,3,0,No Failure
2.719938831,2.269279161,7.381741548,43.56746314,407.3363046,3,0,No Failure
2.372853236,2.753655896,4.923786799,29.46697552,353.6171906,3,0,No Failure
2.52993351,6.852228004,4.53802433,33.79916316,444.0887667,3,0,No Failure
5.851249959,2.075734244,5.035039377,38.37693195,446.9467383,3,0,No Failure
7.487290363,7.406577873,7.226492674,38.06809512,399.6603917,3,0,No Failure
6.842600135,5.535875117,2.491969564,46.09859382,369.3572169,3,0,No Failure
2.840496199,5.249037265,6.228883944,38.51599469,392.3665814,3,0,No Failure
2.250904818,2.05226706,6.690471935,36.29402215,420.1373864,3,0,No Failure
6.055066073,7.978907164,6.490457806,39.42539796,423.7493217,3,0,No Failure
6.405601872,3.043652507,6.997207863,42.89983263,412.3639127,3,0,No Failure
7.591564149,6.686776085,6.634405614,49.88580731,430.074154,3,0,No Failure
3.518108322,2.684379248,4.065952695,34.61056769,419.4839557,3,0,No Failure
3.143206001,7.069319262,7.134699232,39.33362427,432.9286224,3,0,No Failure
4.454388088,5.524551312,5.590215896,39.928162,406.2359021,3,0,No Failure
2.461667965,5.825561135,5.441552787,48.5441491,374.1230161,3,0,No Failure
2.020742466,3.338950435,2.527821424,40.78633734,441.1094589,3,0,No Failure
7.126425222,2.654599186,3.08565951,38.57580787,417.8288679,3,0,No Failure
6.59160224,7.918816132,2.501854973,46.73862761,401.0629657,3,0,No Failure
2.50593632,2.006543694,2.76808784,49.93108367,393.3823516,3,0,No Failure
6.068550987,2.409009149,3.934167545,38.58103274,438.0521559,3,0,No Failure
2.341418867,2.443364258,3.225467619,29.52490995,323.8808866,2,1,Drill Issue
2.746525611,3.187865655,5.095169783,45.65105439,421.4753081,3,0,No Failure
3.183818969,3.052056395,2.522476987,44.10551502,389.2544246,3,0,No Failure
5.699676987,2.729743788,2.672454508,33.71746102,389.921136,3,0,No Failure
7.350061252,7.96682417,7.361849938,42.48998452,392.5708919,3,0,No Failure
7.445226178,2.592492957,7.426845716,46.84763545,361.9527074,3,0,No Failure
3.285728109,7.719556737,4.738996785,30.74697577,418.3597417,3,0,No Failure
4.353458493,6.754476447,3.160650124,45.41931553,435.4102949,3,0,No Failure
5.976911408,2.472288131,5.600752137,34.91821368,375.1490118,1,1,Trimmer Bearing Fault
6.190603414,3.732783536,4.815801544,45.69186204,377.3598686,3,0,No Failure
6.059553404,6.85811237,4.732441414,44.27950412,425.0343822,3,0,No Failure
7.810604708,6.913882883,4.956443111,34.32005786,422.7710457,3,0,No Failure
4.644201208,6.66964146,6.03945961,29.91768352,413.3281283,3,0,No Failure
4.656948382,6.674416636,2.336604611,38.15312132,368.2537525,3,0,No Failure
5.744583071,7.584423006,2.777515578,38.71080094,376.4061035,3,0,No Failure
7.130143149,6.20314856,5.998342734,40.29245954,428.5272114,3,0,No Failure
6.805269301,4.553769181,3.860507191,43.77235142,401.6143355,3,0,No Failure
2,7.655022936,4.49465057,48.50442146,371.150259,2,1,Drill Issue
3.786437902,5.16534933,5.798049689,37.47441807,433.269914,3,0,No Failure
7.43275386,7.262138545,6.176597168,47.81263711,364.0401987,3,0,No Failure
4.35895149,3.658870641,5.86892739,46.55784471,388.116978,3,0,No Failure
2.03603548,6.814463816,2.265282453,41.9396641,401.6300054,3,0,No Failure
7.294539154,2.807884841,3.876028443,35.36236791,426.2337313,3,0,No Failure
7.975658725,5.936086013,6.005632743,47.7510864,390.7787423,3,0,No Failure
2.313251171,4.860162725,2.033081838,46.68282132,360.0732503,3,0,No Failure
3.82704576,6.868483065,5.064731786,46.07502653,410.8421212,3,0,No Failure
4.856555378,7.726683964,4.497487639,37.95089549,415.8458765,3,0,No Failure
5.347095953,3.193892894,5.985341499,30.09461438,436.301694,3,0,No Failure
7.926924989,7.6772319,2.539882284,49.54486038,430.8476926,3,0,No Failure
5.481741648,5.444460726,3.804178524,49.09522592,430.56769,3,0,No Failure
2.39674923,4.73625776,7.411397004,32.68177051,398.4302159,2,1,Drill Issue
4.904590338,6.826285323,2.77218782,34.44845948,356.4622249,3,0,No Failure
2.446317494,3.943538947,2.976145794,38.82680694,378.8885986,3,0,No Failure
5.418927319,2.865523183,2.418873545,44.60653857,448.3403214,3,0,No Failure
2.068299141,6.278874565,5.297562948,41.61505511,420.3849607,3,0,No Failure
4.179974328,7.069649289,7.931674069,39.4348822,415.1631761,3,0,No Failure
5.501744333,5.626375139,7.451748765,28.57630085,376.8286084,3,0,No Failure
5.869288647,6.491165079,7.847104149,36.95805596,384.416103,3,0,No Failure
5.842580655,4.670018269,3.635640704,49.72177076,415.9719484,3,0,No Failure
3.856770531,2,5.229391531,30.08212981,386.808091,1,1,Trimmer Bearing Fault
5.127495342,6.498368626,5.493948176,27.91226015,435.157641,3,0,No Failure
4.681220662,5.525558428,6.604662913,42.40335238,427.8992513,3,0,No Failure
3.551521868,5.314384385,7.004939874,30.07370405,401.3301337,3,0,No Failure
5.850303136,6.213877344,7.145717672,27.0654633,435.2866459,3,0,No Failure
6.946813254,7.408295506,3.151718861,44.02689144,445.0158998,3,0,No Failure
6.186650591,4.6841943,3.0613462,31.16403844,439.0811105,3,0,No Failure
6.724629506,3.507857637,6.946906644,40.15582107,402.1154767,3,0,No Failure
3.899819708,2.096758985,2.172359506,41.68914805,364.6847801,3,0,No Failure
2.140576249,2.414804949,4.851264493,44.04861531,394.5553971,3,0,No Failure
5.76630597,2.964733841,7.046994916,43.74937084,369.1348117,3,0,No Failure
2.909437078,3.319169004,5.408288314,29.27618021,392.3940901,3,0,No Failure
3.013598173,7.557735813,5.535869431,48.93202745,440.8767339,3,0,No Failure
5.874255586,3.116429513,7.577567611,28.52563971,371.2352536,3,0,No Failure
7.590861589,4.764841913,6.363352289,39.1443574,403.195842,3,0,No Failure
6.630369327,3.133421103,5.288824252,28.39407967,371.9536141,3,0,No Failure
3.687720863,3.342422933,6.008363752,36.25928578,436.5250574,3,0,No Failure
3.0737495,4.501398458,2.418893479,32.43274163,366.7195125,3,0,No Failure
2.843084635,4.507059528,5.209137061,40.69107592,377.8175505,3,0,No Failure
4.718296972,4.8746677,3.534861799,46.87946945,398.6433794,1,1,Trimmer Bearing Fault
6.028707432,3.575445447,3.666266485,47.25443252,387.4982657,3,0,No Failure
3.788564237,2,2,38.77327176,425.8554024,1,1,Trimmer Bearing Fault
2.131236453,3.940917052,2.318550216,29.15958727,422.8855224,3,0,No Failure
2,3.296570793,6.401861139,29.76345793,366.6169786,2,1,Drill Issue
7.492115343,4.030036048,3.498204611,44.96084384,368.0602873,3,0,No Failure
7.351681782,2,3.828068288,32.16908322,383.721374,1,1,Trimmer Bearing Fault
4.572752638,2.422471407,2,46.58266775,381.4620679,1,1,Trimmer Bearing Fault
7.076291411,2.845432764,7.011947661,46.25843833,418.4599917,3,0,No Failure
2.999056378,6.814020469,4.823567855,27.35501667,398.4302159,2,1,Drill Issue
2.997433579,5.65987667,5.052363092,48.40443238,385.7059941,3,0,No Failure
2.645855844,6.377276348,3.814510931,45.22626793,418.962219,3,0,No Failure
5.854612584,5.017913405,5.650883596,28.41852538,416.6860935,3,0,No Failure
7.276736442,7.658355247,4.545102751,37.90868983,448.4759736,3,0,No Failure
7.743382697,5.602590108,7.970650611,34.65779268,428.5527693,3,0,No Failure
4.724798607,3.969474028,6.699376932,30.88105263,402.159783,3,0,No Failure
3.933278992,5.068744505,5.219769304,29.997981,364.4156524,3,0,No Failure
4.989424009,5.623680408,2.316609843,44.31610704,423.8884929,3,0,No Failure
5.612409179,4.738301558,7.470396417,33.50631748,419.3532224,3,0,No Failure
4.880976951,4.932599893,2.268931179,27.6411764,370.947235,3,0,No Failure
3.495402341,3.55119667,3.658359868,38.15654484,389.8056805,3,0,No Failure
4.026755442,4.215089741,4.191683264,45.475625,394.2249639,3,0,No Failure
3.30127599,2.698773996,7.218776019,46.95798744,437.0382932,3,0,No Failure
4.132905937,2.279843804,2.441918888,44.21741024,369.4992938,3,0,No Failure
6.648960593,5.930333335,2.950738259,35.14138715,354.3363665,3,0,No Failure
4.07579578,7.964361929,7.052938106,38.94543597,351.1772286,2,1,Drill Issue
5.610608761,5.593060058,6.997775974,34.7103716,421.1544638,3,0,No Failure
5.002057368,3.347179981,2.721629855,32.83743631,396.6268124,3,0,No Failure
3.636066401,2.270276886,3.364807952,38.70982044,433.728849,3,0,No Failure
5.918533814,4.735017561,6.84964435,47.88506949,443.4258688,3,0,No Failure
6.687116221,2.087812106,2.597219989,28.23621173,351.3068994,3,0,No Failure
4.232158893,3.766226254,5.920227991,30.16770927,445.8978193,3,0,No Failure
5.921162607,7.217446738,6.864367237,47.96006658,385.9582534,3,0,No Failure
4.172347966,2.881100995,3.772127804,43.15736603,399.3783428,3,0,No Failure
5.887967864,7.244825859,5.005644595,44.44763099,355.6029986,3,0,No Failure
3.705810779,4.946125396,4.136844968,42.40082581,396.6493765,3,0,No Failure
5.167949602,7.129098488,2.544140357,39.78693149,426.3572713,3,0,No Failure
2.85856591,7.344752504,7.401405216,43.70353176,387.4833982,3,0,No Failure
4.563862504,2,2,30.25651487,447.3972356,1,1,Trimmer Bearing Fault
7.095853949,4.167269861,7.78425746,39.53885688,433.0521142,3,0,No Failure
5.421351887,5.71740483,5.787822082,48.69523242,429.0814234,3,0,No Failure
4.382716887,5.38418472,7.843743876,48.24144316,443.6523192,3,0,No Failure
5.917200304,2.768127767,2.760357306,42.88750638,403.4687369,3,0,No Failure
5.143609701,2.498887698,5.835726913,42.94456932,361.624738,3,0,No Failure
2.749918834,7.110132811,2.509983447,41.06172177,401.5650463,3,0,No Failure
2.189920544,5.869860994,3.771900633,37.63144078,396.9380286,3,0,No Failure
6.970078597,2,5.004799696,47.74713783,437.1009468,1,1,Trimmer Bearing Fault
4.939275207,5.975444477,5.694690216,42.27420014,334.1826191,2,1,Drill Issue
4.542174214,7.944775943,6.553273581,36.43687019,422.5660375,3,0,No Failure
2.503365908,2.02184754,2.338610774,41.04353769,417.6229604,3,0,No Failure
5.067969371,4.919627339,2.645020331,46.2710176,350.4186742,3,0,No Failure
3.724151354,3.220029707,6.398695717,30.37710083,431.4077615,3,0,No Failure
6.669495926,6.433738221,3.925362535,45.26458943,434.1654659,3,0,No Failure
7.879497375,2.142524319,5.113110558,39.76740703,426.7385804,3,0,No Failure
4.271690522,2.319984964,4.368406697,34.16368712,396.0318999,3,0,No Failure
4.713940662,5.077319665,4.156029847,35.6421212,377.2824957,3,0,No Failure
2.25047085,4.466479097,3.200032071,32.83542496,405.8125502,3,0,No Failure
2.408252889,6.26075281,4.437958297,36.07534112,440.1252617,3,0,No Failure
7.175059929,5.639288429,4.810775085,41.09668414,419.9006026,3,0,No Failure
3.035583714,3.744245881,2,36.89459189,391.5575391,1,1,Trimmer Bearing Fault
5.66805035,5.652971919,2.801442423,42.9869246,400.8097603,3,0,No Failure
2.064010498,2.258082049,5.815303439,47.31325466,389.7005878,3,0,No Failure
3.120253855,2.0500914,6.554070181,49.57138041,352.3626019,3,0,No Failure
4.12459057,7.403109238,7.782983881,32.75369673,387.0083348,3,0,No Failure
7.448987519,7.600277186,5.228836496,42.41995729,424.6740911,3,0,No Failure
2.719266846,2.274765896,6.032659589,28.33852165,428.2413755,1,1,Trimmer Bearing Fault
2.682846134,6.830166927,6.756054026,39.11251722,370.2930476,3,0,No Failure
5.459720344,4.737875971,5.902354998,32.95033367,351.5755892,3,0,No Failure
7.954252549,3.396748755,5.749470375,36.03994733,366.2553946,1,1,Trimmer Bearing Fault
3.94909348,5.798153663,7.889415109,31.34163137,422.7835691,3,0,No Failure
5.078247224,3.569616132,7.542428848,30.66021225,388.7467249,3,0,No Failure
7.130559711,2.779196818,2.846901503,32.46423897,426.9011582,1,1,Trimmer Bearing Fault
4.948512313,7.65781256,5.799610495,28.74350733,355.3942008,3,0,No Failure
2.836432452,3.829922248,2.603547772,49.5019015,388.8936405,3,0,No Failure
6.895284241,3.761660932,5.01876279,36.47705775,401.6338484,3,0,No Failure
4.738790306,6.659705762,4.369149413,37.11694877,409.0805554,3,0,No Failure
6.62257637,4.467563616,5.654704467,33.14932283,420.5911192,3,0,No Failure
5.724829739,6.95616474,4.810494601,29.33610758,416.7345769,3,0,No Failure
6.570953219,6.283519188,5.668358415,38.70196401,418.6969152,3,0,No Failure
2.578077607,6.640605434,4.183194785,28.78618347,373.4775615,3,0,No Failure
3.877044378,5.951780622,2.53058408,34.97087929,442.4737893,3,0,No Failure
7.212536461,2.671581685,3.137610927,43.69007923,404.8881674,3,0,No Failure
5.511331483,3.527914378,6.850233678,34.34701685,435.8367434,3,0,No Failure
3.213148905,5.657947506,6.307571474,29.52731775,384.5021788,2,1,Drill Issue
5.300640303,7.77743315,4.958402265,36.77383765,408.5815119,3,0,No Failure
5.410535088,2.690228141,3.81716088,42.37430191,417.599077,3,0,No Failure
7.905352593,4.872147987,4.469453894,41.04659891,424.1042105,3,0,No Failure
7.249895585,6.74099107,5.732068166,46.83669316,417.4435606,3,0,No Failure
6.515120314,3.520880376,6.267141443,37.2399319,336.8337238,2,1,Drill Issue
6.267439619,3.653038978,3.503996749,27.23784715,370.0576229,3,0,No Failure
2.708957602,2.6812066,6.893662951,41.65720293,434.2890221,3,0,No Failure
4.162019229,4.636399067,5.101785424,29.76452769,408.0969839,3,0,No Failure
2.318346323,3.162490943,7.638630032,38.29394476,421.0277134,3,0,No Failure
5.370940528,3.048145422,6.162620306,39.79709746,448.682924,3,0,No Failure
5.574490524,4.423785723,3.652190805,36.61687192,423.9525697,3,0,No Failure
7.194380119,6.647390283,2.272841243,38.4073823,434.8634462,3,0,No Failure
7.348669234,7.985326761,6.570776642,32.01752616,351.7584589,3,0,No Failure
5.833381222,7.94599461,3.419159893,28.987845,365.1301475,3,0,No Failure
3.848851339,4.105238081,2.095461274,28.29216652,400.3602127,3,0,No Failure
4.6907397,5.483179114,6.78406206,42.60471493,413.7114944,3,0,No Failure
6.471851929,4.311614185,2.989140027,28.79317765,358.5023158,3,0,No Failure
5.720114748,2.503509901,4.447488053,42.03331837,426.0299307,3,0,No Failure
6.868160331,2.577820851,7.306134114,40.59725865,392.0026019,3,0,No Failure
7.138125456,4.76243636,6.205827055,41.36801873,427.7100402,3,0,No Failure
4.526356019,2.121595713,7.034721237,47.33633518,352.4822673,3,0,No Failure
4.401583578,2,5.358129188,40.67503769,378.9130059,1,1,Trimmer Bearing Fault
6.085725495,3.391095697,2.362561615,40.51254441,432.4757835,3,0,No Failure
7.117937491,4.262647335,5.781662075,40.28050533,439.4079301,3,0,No Failure
5.095144839,6.013073762,4.750248968,37.25074225,402.8580318,3,0,No Failure
7.631886968,3.041918341,6.315630966,31.96122503,382.6514828,3,0,No Failure
3.560319991,5.882999888,2.796531214,36.94347762,399.5951127,3,0,No Failure
5.953977541,3.371849098,2.916375918,40.74417703,393.3381993,3,0,No Failure
3.653772724,3.636767803,3.49838369,37.61637009,386.9827203,3,0,No Failure
2.481193129,5.438277944,6.250195777,44.60102796,378.2750693,3,0,No Failure
6.934232736,7.027580323,4.80089473,47.19689543,391.7958568,3,0,No Failure
2.100645367,4.169652447,5.651816662,42.60088052,425.6316263,3,0,No Failure
6.234227302,7.746297447,4.714467286,42.39094668,401.0775784,3,0,No Failure
7.229456527,7.170819969,5.442438843,43.22147843,366.9511739,3,0,No Failure
2.078321911,7.262120687,5.547885057,42.53540904,426.2427216,3,0,No Failure
3.345156528,2.011147026,4.761419699,38.74383448,436.6210452,3,0,No Failure
